FECHA,HORA,PARAM,ATM,OBL,LPIN,SFE,TLA,VAL,CEN,AGU,LDO,MIR
2018-01-01,00:00,WD,253.5,8.58,163.48,198.8,2.2,233.8,200.53,112.19,,0.12
2018-01-01,01:00,WD,234.0,5.55,220.94,208.0,3.57,168.7,183.88,109.39,,0.12
2018-01-01,02:00,WD,254.8,5.12,12.36,170.0,6.83,202.4,233.58,108.19,,0.12
2018-01-01,03:00,WD,199.8,3.01,183.18,227.1,2.64,177.3,184.73,115.51,,0.12
2018-01-01,04:00,WD,212.5,9.55,68.26,147.3,1.82,205.1,141.12,137.73,,0.12
2018-01-01,05:00,WD,161.4,8.83,154.7,195.8,6.21,161.1,96.78,116.35,,0.12
2018-01-01,06:00,WD,235.0,8.18,132.64,189.2,10.52,174.5,167.06,106.42,,0.11
2018-01-01,07:00,WD,137.5,7.81,133.59,218.4,6.29,167.1,123.84,117.88,,0.12
2018-01-01,08:00,WD,166.4,8.0,38.36,221.2,3.79,74.7,85.13,99.18,,0.12
2018-01-01,09:00,WD,207.2,9.0,68.58,74.7,3.48,142.6,63.6,122.94,,0.12
2018-01-01,10:00,WD,128.6,9.41,92.46,125.4,5.6,97.0,70.69,94.32,,0.12
2018-01-01,11:00,WD,107.2,9.73,125.75,125.3,6.6,88.4,83.15,88.24,,0.12
2018-01-01,12:00,WD,118.7,8.09,141.26,127.1,9.55,104.1,123.55,67.78,,0.12
2018-01-01,13:00,WD,144.8,9.11,178.93,116.7,12.91,108.8,137.77,105.43,,0.11
2018-01-01,14:00,WD,173.4,9.08,182.4,153.6,15.81,131.4,192.67,90.41,,0.12
2018-01-01,15:00,WD,165.2,10.41,173.61,131.3,16.51,167.7,131.97,98.42,,0.12
2018-01-01,16:00,WD,204.1,9.02,155.37,155.5,15.37,130.0,213.41,92.89,,0.12
2018-01-01,17:00,WD,214.0,7.8,174.79,144.2,10.19,163.4,193.0,115.75,,0.12
2018-01-01,18:00,WD,246.6,9.46,193.19,186.3,4.38,208.8,181.55,106.1,,0.11
2018-01-01,19:00,WD,259.8,9.15,201.8,225.8,3.08,230.0,183.17,124.65,,0.12
2018-01-01,20:00,WD,239.2,5.59,213.03,217.4,2.51,229.7,197.26,135.75,,0.12
2018-01-01,21:00,WD,236.1,8.43,231.67,210.5,1.75,211.2,164.76,162.08,,0.11
2018-01-01,22:00,WD,241.6,4.11,227.43,268.4,1.33,210.5,173.66,126.27,,0.12
2018-01-01,23:00,WD,247.0,8.33,246.94,272.1,1.14,233.4,180.42,99.17,,0.12
2018-01-02,00:00,WD,126.8,7.73,206.35,169.9,1.05,179.2,99.15,136.45,,0.12
2018-01-02,01:00,WD,227.3,9.02,120.97,126.4,0.94,93.1,124.17,94.34,,0.12
