FECHA,HORA,PARAM,ATM,OBL,LPIN,SFE,TLA,VAL,CEN,AGU,LDO,MIR
2019-01-01,00:00,WS,,,0.6,0.3,0.33,1.0,,1.03,,1.03
2019-01-01,01:00,WS,,,0.7,0.5,0.34,1.3,,1.81,,1.81
2019-01-01,02:00,WS,,,1.2,0.2,0.47,1.3,,0.95,,0.95
2019-01-01,03:00,WS,,,0.7,0.6,0.56,1.5,,0.27,,0.27
2019-01-01,04:00,WS,,,0.5,0.5,0.3,1.9,,1.59,,1.59
2019-01-01,05:00,WS,,,0.4,0.3,0.54,0.5,,0.72,,0.72
2019-01-01,06:00,WS,,,0.5,0.4,0.27,0.3,,0.5,,0.5
2019-01-01,07:00,WS,,,0.6,0.2,0.55,0.9,,0.71,,0.71
2019-01-01,08:00,WS,,,0.6,0.4,1.36,0.7,,0.38,,0.38
2019-01-01,09:00,WS,,,0.5,0.4,1.15,1.7,,0.7,,0.7
2019-01-01,10:00,WS,,,0.9,0.6,1.09,1.0,,0.95,,0.95
2019-01-01,11:00,WS,,,0.7,0.5,1.05,1.2,,1.39,,1.39
2019-01-01,12:00,WS,,,1.4,1.0,2.14,2.3,,2.25,,2.25
2019-01-01,13:00,WS,,,1.0,1.0,2.61,2.2,,2.02,,2.02
2019-01-01,14:00,WS,,,1.0,1.1,2.1,2.6,,2.07,,2.07
2019-01-01,15:00,WS,,,2.2,1.3,3.11,3.4,,3.6,,3.6
2019-01-01,16:00,WS,,,3.5,2.5,4.15,4.4,,5.25,,5.25
2019-01-01,17:00,WS,,,3.2,1.7,3.09,3.0,,4.02,,4.02
2019-01-01,18:00,WS,,,1.4,0.9,1.42,2.3,,2.6,,2.6
2019-01-01,19:00,WS,,,0.7,0.5,0.55,1.9,,2.44,,2.44
2019-01-01,20:00,WS,,,1.1,0.2,0.72,1.9,,2.22,,2.22
2019-01-01,21:00,WS,,,1.3,0.9,0.43,3.0,,2.11,,2.11
2019-01-01,22:00,WS,,,0.7,0.3,0.31,1.9,,2.0,,2.0
2019-01-01,23:00,WS,,,1.2,0.1,1.07,1.2,,0.8,,0.8
2019-01-02,00:00,WS,,,0.5,0.3,0.18,1.3,,1.2,,1.2
2019-01-02,01:00,WS,,,0.3,0.2,0.52,0.7,,0.9,,0.9
2019-01-02,02:00,WS,,,0.6,0.2,0.78,1.1,,2.62,,2.62
2019-01-02,03:00,WS,,,0.5,0.4,0.48,1.5,,2.16,,2.16
2019-01-02,04:00,WS,,,0.7,0.7,1.4,0.8,,0.89,,0.89
2019-01-02,05:00,WS,,,0.7,0.3,1.16,0.9,,0.9,,0.9
2019-01-02,06:00,WS,,,0.5,0.5,0.59,1.1,,1.78,,1.78
2019-01-02,07:00,WS,,,0.8,0.4,1.27,1.2,,0.8,,0.8
2019-01-02,08:00,WS,,,0.6,0.4,0.77,1.1,,0.45,,0.45
2019-01-02,09:00,WS,,,1.1,0.5,0.78,1.8,,0.92,,0.92
2019-01-02,10:00,WS,,,0.9,0.5,1.16,2.0,,1.89,,1.89
2019-01-02,11:00,WS,,,1.3,1.0,1.86,2.5,,2.7,,2.7
2019-01-02,12:00,WS,,,2.3,1.5,2.66,3.7,,2.88,,2.88
2019-01-02,13:00,WS,,,2.1,1.3,3.45,4.3,,3.17,,3.17
2019-01-02,14:00,WS,,,2.7,3.0,3.75,3.9,,4.36,,4.36
2019-01-02,15:00,WS,,,5.6,3.2,4.86,5.1,,6.67,,6.67
2019-01-02,16:00,WS,,,5.4,3.8,5.0,6.5,,7.49,,7.49
2019-01-02,17:00,WS,,,4.6,2.8,4.73,7.4,,6.46,,6.46
2019-01-02,18:00,WS,,,4.5,2.4,4.34,6.4,,5.33,,5.33
2019-01-02,19:00,WS,,,4.0,1.6,4.03,6.5,,6.96,,6.96
2019-01-02,20:00,WS,,,4.1,0.5,3.97,5.5,,7.04,,7.04
2019-01-02,21:00,WS,,,3.9,0.7,2.82,4.9,,5.19,,5.19
2019-01-02,22:00,WS,,,2.1,0.7,1.95,3.2,,4.2,,4.2
2019-01-02,23:00,WS,,,1.2,0.7,0.8,1.8,,2.96,,2.96
2019-01-03,00:00,WS,,,0.7,0.5,0.67,1.4,,1.9,,1.9
2019-01-03,01:00,WS,,,1.0,0.3,0.97,0.8,,1.41,,1.41
2019-01-03,02:00,WS,,,0.8,0.3,0.75,0.9,,1.69,,1.69
2019-01-03,03:00,WS,,,0.6,0.5,0.16,1.0,,0.41,,0.41
2019-01-03,04:00,WS,,,1.0,0.2,1.39,0.7,,1.85,,1.85
2019-01-03,05:00,WS,,,0.8,0.3,0.84,1.3,,2.23,,2.23
2019-01-03,06:00,WS,,,1.1,0.6,0.59,1.2,,1.53,,1.53
2019-01-03,07:00,WS,,,1.2,0.5,0.86,1.1,,1.81,,1.81
2019-01-03,08:00,WS,,,0.6,0.5,1.38,1.0,,0.96,,0.96
2019-01-03,09:00,WS,,,1.2,0.9,1.66,1.2,,1.75,,1.75
2019-01-03,10:00,WS,,,0.9,1.2,1.69,2.3,,2.5,,2.5
2019-01-03,11:00,WS,,,1.4,1.1,2.58,2.6,,2.41,,2.41
2019-01-03,12:00,WS,,,2.2,1.2,3.44,3.2,,2.61,,2.61
2019-01-03,13:00,WS,,,2.6,1.1,2.86,3.1,,2.49,,2.49
2019-01-03,14:00,WS,,,2.0,1.4,2.9,3.7,,3.9,,3.9
2019-01-03,15:00,WS,,,2.0,2.5,2.78,4.2,,4.32,,4.32
2019-01-03,16:00,WS,,,1.8,1.8,3.04,5.5,,5.37,,5.37
2019-01-03,17:00,WS,,,3.1,2.4,5.08,5.2,,5.71,,5.71
2019-01-03,18:00,WS,,,2.0,1.3,3.61,4.3,,3.76,,3.76
2019-01-03,19:00,WS,,,3.0,1.0,1.6,3.5,,2.99,,2.99
2019-01-03,20:00,WS,,,1.2,0.8,1.8,3.6,,3.85,,3.85
2019-01-03,21:00,WS,,,1.8,0.4,1.93,2.1,,3.0,,3.0
2019-01-03,22:00,WS,,,1.5,0.6,0.95,3.6,,3.28,,3.28
2019-01-03,23:00,WS,,,1.6,0.8,0.09,3.1,,3.08,,3.08
2019-01-04,00:00,WS,,,1.8,0.5,0.09,1.1,,2.66,,2.66
2019-01-04,01:00,WS,,,1.5,0.3,0.1,1.0,,2.01,,2.01
2019-01-04,02:00,WS,,,0.8,0.4,0.74,1.1,,0.61,,0.61
2019-01-04,03:00,WS,,,1.0,0.3,0.4,1.8,,1.43,,1.43
2019-01-04,04:00,WS,,,1.0,0.1,0.73,1.4,,0.6,,0.6
2019-01-04,05:00,WS,,,0.7,0.3,0.23,2.2,,1.57,,1.57
2019-01-04,06:00,WS,,,1.3,0.3,0.88,1.5,,0.23,,0.23
2019-01-04,07:00,WS,,,0.6,0.2,0.24,0.6,,0.18,,0.18
2019-01-04,08:00,WS,,,0.2,0.4,0.52,1.7,,0.8,,0.8
2019-01-04,09:00,WS,,,0.5,0.6,2.17,2.7,,2.57,,2.57
2019-01-04,10:00,WS,,,1.1,0.9,2.13,3.0,,3.19,,3.19
2019-01-04,11:00,WS,,,1.6,1.2,2.79,3.3,,3.71,,3.71
2019-01-04,12:00,WS,,,1.2,1.1,2.59,2.9,,3.52,,3.52
2019-01-04,13:00,WS,,,1.7,1.3,2.99,3.5,,2.77,,2.77
2019-01-04,14:00,WS,,,1.7,1.3,2.82,3.7,,3.19,,3.19
2019-01-04,15:00,WS,,,1.3,1.5,2.29,2.7,,3.89,,3.89
2019-01-04,16:00,WS,,,1.0,1.1,2.56,2.9,,2.78,,2.78
2019-01-04,17:00,WS,,,0.6,0.8,1.12,2.4,,2.93,,2.93
2019-01-04,18:00,WS,,,1.0,0.9,1.19,3.0,,4.21,,4.21
2019-01-04,19:00,WS,,,1.6,0.5,0.98,2.8,,2.67,,2.67
2019-01-04,20:00,WS,,,1.1,0.6,0.75,2.1,,2.39,,2.39
2019-01-04,21:00,WS,,,1.5,0.5,0.97,3.4,,3.2,,3.2
2019-01-04,22:00,WS,,,0.6,0.5,0.67,2.1,,2.62,,2.62
2019-01-04,23:00,WS,,,1.3,0.1,1.06,2.5,,3.96,,3.96
2019-01-05,00:00,WS,,,0.4,0.4,0.92,2.1,,3.67,,3.67
2019-01-05,01:00,WS,,,1.0,0.9,0.82,1.6,,2.74,,2.74
2019-01-05,02:00,WS,,,0.5,1.1,0.59,0.8,,1.89,,1.89
2019-01-05,03:00,WS,,,0.4,0.2,0.72,1.3,,1.56,,1.56
2019-01-05,04:00,WS,,,0.1,0.5,0.36,1.1,,2.14,,2.14
2019-01-05,05:00,WS,,,0.4,0.3,0.16,0.5,,1.63,,1.63
2019-01-05,06:00,WS,,,0.9,0.0,0.42,0.5,,0.76,,0.76
2019-01-05,07:00,WS,,,0.5,0.1,0.42,0.7,,1.1,,1.1
2019-01-05,08:00,WS,,,0.5,0.2,0.63,1.0,,0.45,,0.45
2019-01-05,09:00,WS,,,1.0,0.6,1.09,2.0,,1.92,,1.92
2019-01-05,10:00,WS,,,1.0,1.2,2.2,3.4,,3.14,,3.14
2019-01-05,11:00,WS,,,1.1,1.4,2.58,3.0,,3.0,,3.0
2019-01-05,12:00,WS,,,1.5,1.2,2.53,3.4,,2.84,,2.84
2019-01-05,13:00,WS,,,1.6,1.5,2.3,3.3,,3.66,,3.66
2019-01-05,14:00,WS,,,2.1,1.8,3.7,3.4,,3.56,,3.56
2019-01-05,15:00,WS,,,1.7,1.5,2.37,3.3,,3.29,,3.29
2019-01-05,16:00,WS,,,1.0,0.8,1.78,2.3,,2.47,,2.47
2019-01-05,17:00,WS,,,0.5,1.3,1.64,3.2,,2.42,,2.42
2019-01-05,18:00,WS,,,1.8,1.5,3.57,4.5,,4.26,,4.26
2019-01-05,19:00,WS,,,1.4,0.9,2.86,4.8,,4.24,,4.24
2019-01-05,20:00,WS,,,2.8,1.7,1.88,5.3,,3.27,,3.27
2019-01-05,21:00,WS,,,1.9,1.6,2.3,6.3,,2.63,,2.63
2019-01-05,22:00,WS,,,1.4,2.5,1.34,2.1,,1.65,,1.65
2019-01-05,23:00,WS,,,1.0,0.6,0.08,2.0,,2.6,,2.6
2019-01-06,00:00,WS,,,0.8,0.5,0.59,2.4,,1.86,,1.86
2019-01-06,01:00,WS,,,2.4,0.4,0.04,3.1,,1.37,,1.37
2019-01-06,02:00,WS,,,1.5,1.0,0.22,1.7,,2.14,,2.14
2019-01-06,03:00,WS,,,1.0,0.5,0.14,2.5,,2.94,,2.94
2019-01-06,04:00,WS,,,0.5,0.2,0.34,1.0,,4.68,,4.68
