FECHA,HORA,PARAM,AGU,ATM,CEN,LDO,LPIN,MIR,OBL,SFE,TLA,VAL
2016-01-01,00:00,WD,206.0,270.3,291.1,239.4,177.7,,306.9,204.0,133.5,251.9
2016-01-01,01:00,WD,204.7,219.5,162.0,136.7,196.7,,305.1,210.0,74.4,237.3
2016-01-01,02:00,WD,175.7,215.5,53.7,191.8,219.3,,195.0,168.7,218.4,191.9
2016-01-01,03:00,WD,212.9,250.9,144.1,139.2,85.0,,98.1,207.3,302.2,191.1
2016-01-01,04:00,WD,178.0,180.6,160.4,188.1,106.1,,93.9,252.5,143.3,184.4
2016-01-01,05:00,WD,198.0,177.1,96.1,172.3,236.8,,87.3,128.5,230.0,165.3
2016-01-01,06:00,WD,185.8,256.7,115.8,175.7,121.9,,93.6,212.9,199.2,200.3
2016-01-01,07:00,WD,226.8,244.3,94.9,147.5,64.9,,133.8,228.4,215.9,182.5
2016-01-01,08:00,WD,243.3,161.5,92.7,67.1,92.2,,94.9,247.0,171.9,196.1
2016-01-01,09:00,WD,192.8,84.5,88.1,66.3,207.7,,108.5,111.5,232.0,78.4
2016-01-01,10:00,WD,119.0,91.7,73.4,92.8,102.3,,107.4,92.9,241.7,63.5
2016-01-01,11:00,WD,134.2,90.2,104.4,98.5,101.0,,104.2,92.6,235.6,93.1
2016-01-01,12:00,WD,183.4,140.8,110.4,136.9,279.8,,167.0,152.1,192.6,136.9
2016-01-01,13:00,WD,143.9,149.7,152.6,192.7,193.2,,180.5,128.3,137.4,126.2
2016-01-01,14:00,WD,177.5,208.3,184.9,179.8,183.1,,200.5,209.9,134.4,164.2
2016-01-01,15:00,WD,136.4,216.0,219.5,223.7,196.9,,191.5,265.7,128.2,196.3
2016-01-01,16:00,WD,215.9,232.4,238.3,264.3,200.6,,236.9,252.0,165.1,261.5
2016-01-01,17:00,WD,246.6,294.8,288.5,265.7,279.8,,286.8,298.3,99.5,276.1
2016-01-01,18:00,WD,243.1,306.0,296.6,295.7,314.4,,316.1,295.7,111.6,264.2
2016-01-01,19:00,WD,210.6,276.1,300.5,282.8,274.6,,307.6,267.2,90.3,263.4
2016-01-01,20:00,WD,198.8,250.9,274.9,171.4,217.1,,291.8,242.7,82.9,256.9
2016-01-01,21:00,WD,204.3,240.7,222.8,193.3,228.1,,277.6,268.1,48.2,232.2
2016-01-01,22:00,WD,223.5,256.4,242.8,213.7,254.0,,264.6,261.1,52.7,238.9
2016-01-01,23:00,WD,215.6,262.7,274.2,203.5,257.8,,275.9,185.1,57.4,267.3
2016-01-02,00:00,WD,200.3,207.0,281.5,173.1,240.1,,124.3,185.0,131.6,257.2
2016-01-02,01:00,WD,221.6,299.6,119.7,177.0,266.4,,208.6,193.0,160.2,255.7
2016-01-02,02:00,WD,259.7,290.6,290.1,53.9,265.1,,313.7,196.0,195.3,262.0
2016-01-02,03:00,WD,268.8,285.3,291.3,179.6,232.5,,309.1,145.3,118.6,275.2
2016-01-02,04:00,WD,207.6,262.2,276.3,151.2,136.0,,277.1,102.4,70.5,277.2
2016-01-02,05:00,WD,130.0,256.7,256.1,205.4,146.9,,200.7,173.0,70.6,235.0
2016-01-02,06:00,WD,157.2,251.7,184.1,180.0,106.8,,90.9,253.5,71.4,209.9
2016-01-02,07:00,WD,159.1,162.1,168.6,179.7,186.8,,122.4,108.3,156.6,208.0
2016-01-02,08:00,WD,132.3,100.6,120.2,99.2,144.4,,121.3,131.8,260.3,136.6
2016-01-02,09:00,WD,117.6,118.4,94.8,111.8,161.1,,120.4,104.6,240.7,108.3
2016-01-02,10:00,WD,98.3,113.0,127.7,99.3,164.0,,135.1,97.5,224.8,142.6
2016-01-02,11:00,WD,118.9,122.0,122.8,170.8,171.2,,131.7,118.7,202.8,141.7
2016-01-02,12:00,WD,163.1,153.8,114.0,197.2,211.0,,205.9,194.4,124.7,138.2
2016-01-02,13:00,WD,234.0,261.1,263.0,221.3,287.8,,196.8,226.0,120.7,214.3
2016-01-02,14:00,WD,253.7,270.5,278.3,257.2,295.4,,202.0,279.1,129.2,251.8
2016-01-02,15:00,WD,203.2,283.1,290.5,249.8,283.7,,297.2,276.0,111.0,243.5
2016-01-02,16:00,WD,214.7,265.4,254.2,249.6,293.0,,298.7,256.0,68.0,259.1
2016-01-02,17:00,WD,209.1,259.9,249.1,262.0,296.8,,296.3,262.2,89.7,259.1
2016-01-02,18:00,WD,209.0,283.7,277.6,260.2,283.0,,302.5,257.1,94.7,271.0
2016-01-02,19:00,WD,213.0,287.7,295.3,291.2,298.7,,310.7,224.4,112.4,255.5
2016-01-02,20:00,WD,209.7,282.5,297.7,282.3,300.8,,300.9,142.2,116.0,257.5
2016-01-02,21:00,WD,202.0,229.4,284.8,273.4,312.8,,295.8,262.1,94.1,257.3
2016-01-02,22:00,WD,199.1,223.5,282.2,226.9,246.5,,277.7,281.5,101.8,243.0
2016-01-02,23:00,WD,235.5,245.4,278.8,213.0,184.4,,291.6,117.8,102.1,267.2
2016-01-03,00:00,WD,198.7,223.9,259.2,140.1,296.7,,299.1,291.5,93.0,259.0
2016-01-03,01:00,WD,191.4,224.7,256.3,143.3,266.1,,309.7,290.9,78.9,259.9
2016-01-03,02:00,WD,193.9,197.6,186.0,107.6,210.1,,312.8,237.8,142.6,257.3
2016-01-03,03:00,WD,173.2,197.7,78.9,163.8,206.1,,289.4,95.3,251.6,196.8
2016-01-03,04:00,WD,166.3,233.2,241.3,144.4,142.0,,170.2,115.9,257.9,55.0
2016-01-03,05:00,WD,92.9,132.4,124.6,155.8,42.6,,106.3,80.6,298.8,116.8
2016-01-03,06:00,WD,211.4,268.3,71.9,93.0,133.9,,96.3,133.1,246.3,188.7
2016-01-03,07:00,WD,200.3,232.7,69.7,240.0,245.8,,111.2,277.2,241.8,202.9
2016-01-03,08:00,WD,203.2,255.2,151.7,132.4,158.7,,111.9,292.8,68.3,180.8
2016-01-03,09:00,WD,115.0,121.9,162.2,121.7,215.1,,89.9,149.3,180.7,118.9
2016-01-03,10:00,WD,145.3,86.5,143.9,187.1,167.4,,110.7,104.0,157.1,91.8
2016-01-03,11:00,WD,147.8,129.1,140.0,182.4,162.9,,161.2,116.2,210.4,104.4
2016-01-03,12:00,WD,173.7,185.3,125.4,157.6,236.5,,134.8,175.8,190.9,172.6
2016-01-03,13:00,WD,204.9,225.8,202.8,99.5,169.2,,235.2,207.5,157.3,133.6
